file	section	name	seconds	outcome
profile-ci-build-34903415756.html	configuration	:dev:retrace:nativeCompilationDependenciesMetadata	0.000	
profile-ci-build-34903415756.html	configuration	:dev:retrace:resolvableNativeTestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:dev:retrace:testKotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:androidApis	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugAndroidTestCompileClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugAndroidTestRuntimeClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugAnnotationProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugCompileClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugReverseMetadataValues	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugRuntimeClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:debugUnitTestAnnotationProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:detachedConfiguration2	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:detachedConfiguration3	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:kotlinCompilerPluginClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:lintChecks	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:releaseAnnotationProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:releaseCompileClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:releaseLintChecksClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:releaseReverseMetadataValues	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-android:releaseRuntimeClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:annotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:detachedConfiguration2	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:kotlinBuildToolsApiClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:kotlinCompilerPluginClasspathMain	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:kotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:testAnnotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-jvm:testKotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-native:kotlinCompilerPluginClasspathNativeMain	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-native:kotlinCompilerPluginClasspathNativeTest	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-native:kotlinNativeBundleConfiguration	0.000	
profile-ci-build-34903415756.html	configuration	:dev:sample-kotlin-native:resolvableNativeCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:annotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:kotlinBuildToolsApiClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:kotlinCompilerPluginClasspathMain	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:kotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:shadow	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:testAnnotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:dev:server-jvm-keycloak:testKotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:server:detachedConfiguration1	0.000	
profile-ci-build-34903415756.html	configuration	:server:detachedConfiguration18	0.000	
profile-ci-build-34903415756.html	configuration	:server:detachedConfiguration19	0.000	
profile-ci-build-34903415756.html	configuration	:server:detachedConfiguration2	0.000	
profile-ci-build-34903415756.html	configuration	:server:detachedConfiguration3	0.000	
profile-ci-build-34903415756.html	configuration	:server:detachedConfiguration6	0.000	
profile-ci-build-34903415756.html	configuration	:server:jvmMainAnnotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:server:jvmTestAnnotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:server:kotlinBuildToolsApiClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:server:kotlinCompilerClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:server:kotlinCompilerPluginClasspathJvmTest	0.000	
profile-ci-build-34903415756.html	configuration	:server:kotlinCompilerPluginClasspathNativeMain	0.000	
profile-ci-build-34903415756.html	configuration	:server:kotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:server:kspKotlinJvmProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:server:kspKotlinNativeProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:server:kspTestKotlinJvmProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:server:kspTestKotlinNativeProcessorClasspath	0.000	
profile-ci-build-34903415756.html	configuration	:server:ktlint	0.000	
profile-ci-build-34903415756.html	configuration	:server:ktlintReporter	0.000	
profile-ci-build-34903415756.html	configuration	:server:ktlintRuleset	0.000	
profile-ci-build-34903415756.html	configuration	:server:resolvableNativeCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:server:resolvableNativeTestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:server:testKotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	configuration	:shared:detachedConfiguration1	0.000	
profile-ci-build-34903415756.html	configuration	:shared:detachedConfiguration57	0.000	
profile-ci-build-34903415756.html	configuration	:shared:jvmMainAnnotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:shared:jvmTestAnnotationProcessor	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathIosArm64Main	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathIosArm64Test	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathIosSimulatorArm64Main	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathIosSimulatorArm64Test	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathJvmMain	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathLinuxArm64Main	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathLinuxArm64Test	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathLinuxX64Test	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathMacosArm64Test	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathMetadataLinuxMain	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathMingwX64Main	0.000	
profile-ci-build-34903415756.html	configuration	:shared:kotlinCompilerPluginClasspathWasmJsTest	0.000	
profile-ci-build-34903415756.html	configuration	:shared:resolvableIosSimulatorArm64TestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:shared:resolvableIosX64TestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:shared:resolvableLinuxX64TestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:shared:resolvableMacosArm64TestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:shared:resolvableMacosX64TestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:shared:resolvableMingwX64TestCompilationApi	0.000	
profile-ci-build-34903415756.html	configuration	:shared:testKotlinScriptDefExtensions	0.000	
profile-ci-build-34903415756.html	project	:server	269.790	
profile-ci-build-34903415756.html	task	:server:linkReleaseExecutableNative	130.270	
profile-ci-build-34903415756.html	task	:server:linkDebugExecutableNative	31.307	
profile-ci-build-34903415756.html	task	:server:compileKotlinJvm	28.639	
profile-ci-build-34903415756.html	task	:server:compileKotlinNative	22.068	
profile-ci-build-34903415756.html	task	:server:compileCommonMainKotlinMetadata	15.011	
profile-ci-build-34903415756.html	task	:server:linkDebugTestNative	12.917	
profile-ci-build-34903415756.html	task	:server:kspCommonMainKotlinMetadata	7.562	
profile-ci-build-34903415756.html	task	:server:jvmTest	7.377	
profile-ci-build-34903415756.html	task	:server:compileTestKotlinNative	5.089	
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverKotlinScripts	4.190	
profile-ci-build-34903415756.html	task	:server:nativeTest	3.171	
profile-ci-build-34903415756.html	task	:server:compileTestKotlinJvm	0.671	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:transformCommonMainDependenciesMetadata	0.518	
profile-ci-build-34903415756.html	task	:server:kspTestKotlinJvm	0.237	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:generateKoreBuildIdentity	0.215	
profile-ci-build-34903415756.html	task	:server:kspKotlinNative	0.102	
profile-ci-build-34903415756.html	task	:server:jvmJar	0.096	
profile-ci-build-34903415756.html	task	:server:kspKotlinJvm	0.073	
profile-ci-build-34903415756.html	task	:server:allTests	0.070	
profile-ci-build-34903415756.html	task	:server:kspTestKotlinNative	0.062	
profile-ci-build-34903415756.html	task	:server:allMetadataJar	0.044	
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverJvmTestSourceSet	0.017	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:downloadKotlinNativeDistribution	0.011	
profile-ci-build-34903415756.html	task	:server:generateProjectStructureMetadata	0.011	
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverCommonMainSourceSet	0.009	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverCommonTestSourceSet	0.008	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:ktlintKotlinScriptCheck	0.006	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:ktlintCommonMainSourceSetCheck	0.005	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:ktlintCommonTestSourceSetCheck	0.005	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:ktlintJvmMainSourceSetCheck	0.005	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:ktlintNativeMainSourceSetCheck	0.004	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:loadKtlintReporters	0.004	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:metadataCommonMainProcessResources	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverNativeMainSourceSet	0.002	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverNativeTestSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:compileJvmMainJava	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:compileJvmTestJava	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:jvmProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:jvmTestProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:ktlintNativeTestSourceSetCheck	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:server:nativeProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:server:runKtlintCheckOverJvmMainSourceSet	0.001	FROM-CACHE
profile-ci-build-34903415756.html	task	:server:assemble	0.000	Did No Work
profile-ci-build-34903415756.html	task	:server:build	0.000	Did No Work
profile-ci-build-34903415756.html	task	:server:check	0.000	Did No Work
profile-ci-build-34903415756.html	task	:server:checkKotlinGradlePluginConfigurationErrors	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:server:jvmMainClasses	0.000	Did No Work
profile-ci-build-34903415756.html	task	:server:jvmTestClasses	0.000	UP-TO-DATE
profile-ci-build-34903415756.html	task	:server:kmpPartiallyResolvedDependenciesChecker	0.000	
profile-ci-build-34903415756.html	task	:server:ktlintJvmTestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:server:metadataCommonMainClasses	0.000	Did No Work
profile-ci-build-34903415756.html	task	:server:nativeMainKlibrary	0.000	Did No Work
profile-ci-build-34903415756.html	task	:server:processJvmMainResources	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:server:processJvmTestResources	0.000	SKIPPED
profile-ci-build-34903415756.html	project	:	57.264	
profile-ci-build-34903415756.html	task	:kotlinWasmToolingSetup	52.426	
profile-ci-build-34903415756.html	task	:kotlinWasmNodeJsSetup	3.744	
profile-ci-build-34903415756.html	task	:kotlinWasmNpmInstall	0.988	
profile-ci-build-34903415756.html	task	:kotlinWasmYarnSetup	0.040	
profile-ci-build-34903415756.html	task	:checkEditorconfig	0.029	
profile-ci-build-34903415756.html	task	:wasmRootPackageJson	0.013	
profile-ci-build-34903415756.html	task	:kotlinWasmRestoreYarnLock	0.009	
profile-ci-build-34903415756.html	task	:kotlinWasmStoreYarnLock	0.009	
profile-ci-build-34903415756.html	task	:kotlinWasmKotlinNpmCachesSetup	0.005	
profile-ci-build-34903415756.html	task	:assemble	0.001	UP-TO-DATE
profile-ci-build-34903415756.html	task	:build	0.000	Did No Work
profile-ci-build-34903415756.html	task	:check	0.000	Did No Work
profile-ci-build-34903415756.html	task	:kotlinWasmPackageJsonUmbrella	0.000	Did No Work
profile-ci-build-34903415756.html	project	:shared	9.195	
profile-ci-build-34903415756.html	task	:shared:compileKotlinIosArm64	1.371	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileKotlinIosSimulatorArm64	1.366	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileKotlinMacosX64	1.141	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileKotlinMacosArm64	1.063	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileKotlinIosX64	0.919	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:wasmJsPackageJson	0.532	
profile-ci-build-34903415756.html	task	:shared:transformCommonMainDependenciesMetadata	0.416	
profile-ci-build-34903415756.html	task	:shared:kotlinWasmNodeJsSetup	0.355	
profile-ci-build-34903415756.html	task	:shared:compileKotlinMingwX64	0.336	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:iosArm64MetadataElements	0.310	
profile-ci-build-34903415756.html	task	:shared:compileKotlinJvm	0.208	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:jvmJar	0.116	
profile-ci-build-34903415756.html	task	:shared:transformNativeMainDependenciesMetadata	0.096	
profile-ci-build-34903415756.html	task	:shared:compileKotlinLinuxArm64	0.093	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileKotlinLinuxX64	0.080	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileCommonMainKotlinMetadata	0.071	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:downloadKotlinNativeDistribution	0.057	
profile-ci-build-34903415756.html	task	:shared:compileKotlinWasmJs	0.043	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:transformAppleMainDependenciesMetadata	0.043	
profile-ci-build-34903415756.html	task	:shared:transformLinuxMainDependenciesMetadata	0.039	
profile-ci-build-34903415756.html	task	:shared:commonizeNativeDistribution	0.034	
profile-ci-build-34903415756.html	task	:shared:kmpPartiallyResolvedDependenciesChecker	0.034	
profile-ci-build-34903415756.html	task	:shared:exportRootPublicationCoordinatesForMetadataApiElements	0.031	
profile-ci-build-34903415756.html	task	:shared:wasmJsJar	0.027	
profile-ci-build-34903415756.html	task	:shared:generateProjectStructureMetadata	0.026	
profile-ci-build-34903415756.html	task	:shared:macosX64MetadataElements	0.021	
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForMacosX64ApiElements	0.019	
profile-ci-build-34903415756.html	task	:shared:transformIosMainDependenciesMetadata	0.017	
profile-ci-build-34903415756.html	task	:shared:transformMacosMainDependenciesMetadata	0.017	
profile-ci-build-34903415756.html	task	:shared:wasmJsTestPackageJson	0.017	
profile-ci-build-34903415756.html	task	:shared:macosArm64MetadataElements	0.012	
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverKotlinScripts	0.012	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:iosSimulatorArm64MetadataElements	0.010	
profile-ci-build-34903415756.html	task	:shared:linuxArm64MetadataElements	0.010	
profile-ci-build-34903415756.html	task	:shared:linuxX64MetadataElements	0.010	
profile-ci-build-34903415756.html	task	:shared:mingwX64MetadataElements	0.010	
profile-ci-build-34903415756.html	task	:shared:allMetadataJar	0.008	
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForIosArm64ApiElements	0.008	
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinIosX64	0.007	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForIosX64ApiElements	0.007	
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForMingwX64ApiElements	0.007	
profile-ci-build-34903415756.html	task	:shared:loadKtlintReporters	0.007	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:metadataCommonMainProcessResources	0.007	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinIosArm64	0.006	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForLinuxArm64ApiElements	0.006	
profile-ci-build-34903415756.html	task	:shared:ktlintKotlinScriptCheck	0.006	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverCommonMainSourceSet	0.006	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinJvm	0.005	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:linkDebugTestLinuxX64	0.005	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:linkDebugTestMingwX64	0.005	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverLinuxArm64TestSourceSet	0.005	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:wasmJsPublicPackageJson	0.005	
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinLinuxArm64	0.004	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:exportCommonSourceSetsMetadataLocationsForMetadataApiElements	0.004	
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForIosSimulatorArm64ApiElements	0.004	
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForLinuxX64ApiElements	0.004	
profile-ci-build-34903415756.html	task	:shared:iosArm64ProcessResources	0.004	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:jvmTest	0.004	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:ktlintCommonMainSourceSetCheck	0.004	FROM-CACHE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverWebMainSourceSet	0.004	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:wasmJsTestPublicPackageJson	0.004	
profile-ci-build-34903415756.html	task	:shared:compileJvmTestJava	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestDevelopmentExecutableKotlinWasmJs	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinWasmJs	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:exportCrossCompilationMetadataForMacosArm64ApiElements	0.003	
profile-ci-build-34903415756.html	task	:shared:iosSimulatorArm64ProcessResources	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:iosX64MetadataElements	0.003	
profile-ci-build-34903415756.html	task	:shared:metadataIosMainProcessResources	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:metadataNativeMainProcessResources	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverIosMainSourceSet	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverIosX64TestSourceSet	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverLinuxX64MainSourceSet	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMacosX64TestSourceSet	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMingwX64TestSourceSet	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:wasmJsTest	0.003	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileJvmMainJava	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinIosSimulatorArm64	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinLinuxX64	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinMacosArm64	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:metadataLinuxMainProcessResources	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:metadataMacosMainProcessResources	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverCommonTestSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverLinuxX64TestSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMacosArm64MainSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMacosTestSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMingwMainSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverWasmJsTestSourceSet	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:wasmJsProcessResources	0.002	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileAppleMainKotlinMetadata	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileLinuxMainKotlinMetadata	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileMacosMainKotlinMetadata	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileNativeMainKotlinMetadata	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinMacosX64	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:compileTestKotlinMingwX64	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:iosX64ProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:jvmProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:jvmTestProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:ktlintAppleMainSourceSetCheck	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintLinuxX64TestSourceSetCheck	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintMacosArm64MainSourceSetCheck	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintMingwMainSourceSetCheck	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintMingwX64TestSourceSetCheck	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:shared:linuxArm64ProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:linuxX64ProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:macosArm64ProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:macosX64ProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:metadataAppleMainProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:mingwX64ProcessResources	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverIosArm64TestSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverIosSimulatorArm64TestSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverJvmMainSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverLinuxArm64MainSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverLinuxTestSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMacosMainSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverMingwX64MainSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:runKtlintCheckOverNativeTestSourceSet	0.001	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:wasmJsBrowserTest	0.001	SKIPPED
profile-ci-build-34903415756.html	task	:shared:allTests	0.000	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:assemble	0.000	Did No Work
profile-ci-build-34903415756.html	task	:shared:build	0.000	Did No Work
profile-ci-build-34903415756.html	task	:shared:check	0.000	Did No Work
profile-ci-build-34903415756.html	task	:shared:checkKotlinGradlePluginConfigurationErrors	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:compileIosMainKotlinMetadata	0.000	NO-SOURCE
profile-ci-build-34903415756.html	task	:shared:computeLocalPackageDependencyInputFiles	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:convertSyntheticImportProjectIntoDefFileIphonesimulator	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:convertSyntheticImportProjectIntoDefFileMacosx	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:fetchSyntheticImportProjectPackages	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:generateSyntheticLinkageSwiftPMImportProjectForCinteropsAndLdDump	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:iosArm64MainKlibrary	0.000	UP-TO-DATE
profile-ci-build-34903415756.html	task	:shared:iosSimulatorArm64MainKlibrary	0.000	UP-TO-DATE
profile-ci-build-34903415756.html	task	:shared:iosSimulatorArm64Test	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:iosX64MainKlibrary	0.000	UP-TO-DATE
profile-ci-build-34903415756.html	task	:shared:iosX64Test	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:jvmMainClasses	0.000	UP-TO-DATE
profile-ci-build-34903415756.html	task	:shared:jvmTestClasses	0.000	UP-TO-DATE
profile-ci-build-34903415756.html	task	:shared:ktlintAppleTestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintCommonTestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosArm64MainSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosArm64TestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosMainSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosSimulatorArm64MainSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosSimulatorArm64TestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosTestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosX64MainSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintIosX64TestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintJvmMainSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintJvmTestSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintLinuxArm64MainSourceSetCheck	0.000	SKIPPED
profile-ci-build-34903415756.html	task	:shared:ktlintLinuxArm64TestSourceSetCheck	0.000	SKIPPED
